Path points with orientation:
        X        Y   orientation
  399.236  244.517        -0.889
  399.398  244.327        -0.867
  399.564  244.140        -0.845
  399.734  243.956        -0.825
  399.907  243.776        -0.805
  400.084  243.599        -0.787
  400.263  243.425        -0.770
  400.434  243.242        -0.820
  400.595  243.051        -0.870
  400.759  242.863        -0.853
  400.927  242.677        -0.834
  401.098  242.495        -0.817
  401.272  242.316        -0.801
  401.449  242.139        -0.786
  401.628  241.964        -0.772
  401.798  241.781        -0.825
  401.957  241.588        -0.879
  402.120  241.398        -0.864
  402.285  241.211        -0.848
  402.453  241.026        -0.834
  402.624  240.843        -0.821
  402.796  240.662        -0.809
  402.971  240.483        -0.798
  403.147  240.306        -0.788
  403.325  240.130        -0.779
  403.492  239.944        -0.838
  403.648  239.749        -0.897
  403.806  239.555        -0.887
  403.966  239.363        -0.876
  404.128  239.172        -0.866
  404.291  238.983        -0.858
  404.456  238.795        -0.851
  404.622  238.608        -0.844
  404.789  238.422        -0.839
  404.957  238.237        -0.835
  405.125  238.052        -0.832
  405.294  237.868        -0.831
  405.463  237.683        -0.830
  405.632  237.499        -0.830
  405.800  237.314        -0.831
  405.968  237.129        -0.833
  406.136  236.943        -0.836
  406.303  236.757        -0.840
  406.469  236.570        -0.845
  406.634  236.382        -0.850
  406.797  236.193        -0.857
  406.960  236.003        -0.864
  407.121  235.812        -0.872
  407.280  235.619        -0.880
  407.437  235.425        -0.890
  407.593  235.229        -0.900
  407.746  235.032        -0.910
  407.897  234.833        -0.922
  408.046  234.632        -0.934
  408.192  234.429        -0.946
  408.336  234.224        -0.959
  408.476  234.018        -0.973
  408.614  233.809        -0.987
  408.749  233.599        -1.001
  408.881  233.386        -1.017
  409.009  233.171        -1.032
  409.134  232.955        -1.048
  409.255  232.736        -1.065
  409.372  232.515        -1.082
  409.486  232.293        -1.099
  409.595  232.068        -1.117
  409.701  231.841        -1.135
  409.802  231.613        -1.154
  409.899  231.382        -1.173
  409.992  231.150        -1.192
  410.079  230.916        -1.212
  410.163  230.680        -1.232
  410.241  230.443        -1.252
  410.314  230.204        -1.273
  410.383  229.963        -1.294
  410.446  229.722        -1.315
  410.504  229.478        -1.336
  410.557  229.234        -1.358
  410.604  228.989        -1.380
  410.646  228.742        -1.403
  410.682  228.495        -1.426
  410.713  228.247        -1.449
  410.738  227.998        -1.472
  410.756  227.749        -1.495
  410.769  227.499        -1.519
  410.776  227.249        -1.543
  410.777  226.999        -1.567
  410.772  226.749        -1.592
  410.760  226.499        -1.617
  410.742  226.250        -1.642
  410.718  226.001        -1.667
  410.688  225.753        -1.693
  410.651  225.506        -1.719
  410.608  225.259        -1.745
  410.558  225.014        -1.771
  410.502  224.771        -1.798
  410.439  224.529        -1.825
  410.370  224.289        -1.852
  410.294  224.051        -1.879
  410.211  223.815        -1.907
  410.122  223.581        -1.935
  410.027  223.350        -1.963
  409.925  223.122        -1.991
  409.816  222.896        -2.020
  409.701  222.675        -2.049
  409.579  222.456        -2.078
  409.451  222.241        -2.108
  409.317  222.030        -2.138
  409.177  221.824        -2.168
  409.030  221.621        -2.199
  408.877  221.424        -2.229
  408.718  221.231        -2.260
  408.553  221.043        -2.292
  408.382  220.861        -2.324
  408.205  220.684        -2.356
  408.023  220.513        -2.388
  407.835  220.348        -2.421
  407.642  220.189        -2.454
  407.443  220.037        -2.488
  407.240  219.892        -2.522
  407.031  219.753        -2.556
  406.818  219.623        -2.591
  406.601  219.499        -2.626
  406.379  219.384        -2.661
  406.154  219.276        -2.697
  405.924  219.177        -2.734
  405.691  219.086        -2.771
  405.455  219.005        -2.808
  405.216  218.932        -2.846
  404.974  218.868        -2.884
  404.730  218.814        -2.923
  404.484  218.770        -2.963
  404.236  218.735        -3.003
  403.987  218.711        -3.044
  403.738  218.696        -3.085
  403.488  218.693        -3.127
  403.238  218.700         3.114
  402.989  218.717         3.070
  402.740  218.746         3.026
  402.493  218.786         2.982
  402.249  218.837         2.936
  402.007  218.899         2.890
  401.768  218.973         2.843
  401.532  219.058         2.795
  401.302  219.154         2.747
  401.076  219.261         2.697
  400.856  219.380         2.647
  400.643  219.509         2.597
  400.438  219.648         2.546
  400.246  219.792         2.496
  400.084  219.926         2.451
  399.973  220.023         2.425
